Max similarity: 0.546386
Total matches: 15450

score: 0.546386 | segment id: 348 | term: "university" | text: "The university is a big organization."
score: 0.128429 | segment id: 334 | term: "Post-Secondary Education Commission" | text: "We didn't have monster job, all these job places that you can find jobs and people are sending me text messages on jobs and that I'm not even looking for a job, but it's out there already."
score: 0.128418 | segment id: 123 | term: "Hawaiʻi Teacher Standards Board" | text: "Because you get everybody around the table in a formal thing, as opposed to right now we have people talking about hemp."
score: 0.128416 | segment id: 106 | term: "Board of Regents" | text: "And he said that a bamboo Hawaii-based timber business could be quite successful with export to the West Coast while addressing the local market as well."
score: 0.128415 | segment id: 455 | term: "Early Learning Board" | text: "Vice Chair votes aye."
score: 0.128415 | segment id: 464 | term: "Early Learning Board" | text: "Vice Chair votes aye."
score: 0.128415 | segment id: 482 | term: "Early Learning Board" | text: "Vice Chair votes aye."
score: 0.128415 | segment id: 505 | term: "Early Learning Board" | text: "Vice Chair votes aye."
score: 0.128410 | segment id: 473 | term: "487n" | text: "Hawaii Conference Center Revolving Fund, and recommendation is to pass as is."
score: 0.128401 | segment id: 65 | term: "Cancer Center" | text: "Grewal?"
score: 0.128390 | segment id: 431 | term: "west oahu" | text: "EVEN THOSE STUDENTS WHO ALREADY HAVE THE MAXIMUM AMOUNT OF AID ALLOWABLE BY THE UNIVERSITY, BECAUSE THAT IS..."
score: 0.128385 | segment id: 44 | term: "Post-Secondary Education Commission" | text: "I swear we've heard this bill, I don't know how many times, and we somehow don't get to pass it."
score: 0.128385 | segment id: 161 | term: "Cancer Center" | text: "I mean, so I guess a hard time understanding all these studies and working groups that we spend all this money on, and then I don't know what happens to them."
score: 0.128384 | segment id: 260 | term: "Research Corporation of the University of Hawaiʻi" | text: "Then we've got to pay for and keep that program."
score: 0.128381 | segment id: 372 | term: "487n" | text: "Aloha, Chair Kim, Vice Chair Kidani."
score: 0.128374 | segment id: 133 | term: "Board of Regents" | text: "But I support it."
score: 0.128369 | segment id: 142 | term: "university" | text: "Shucks."
score: 0.128358 | segment id: 161 | term: "Early Learning Board" | text: "I mean, so I guess a hard time understanding all these studies and working groups that we spend all this money on, and then I don't know what happens to them."
score: 0.128357 | segment id: 179 | term: "west oahu" | text: "But why are we going to have a group to huddle up to saying we need this?"
score: 0.128347 | segment id: 156 | term: "Tuition" | text: "And, you know, you're waiting for this bill all this time."
score: 0.128309 | segment id: 113 | term: "Western Interstate Commission for Higher Education" | text: "uh i think that's a question you'd have to develop with ctar i i don't know the answer to that thank you okay um since i have since we got you up here already asking the same question so why do we nee"
score: 0.128307 | segment id: 39 | term: "College" | text: "We have four or five more in support."
score: 0.128300 | segment id: 416 | term: "Tuition" | text: "So in the sense of..."
score: 0.128300 | segment id: 342 | term: "Cancer Center" | text: "You know, they should analyze and look at how we spending responsibly taxpayers monies and tuition monies and I just hope that the university would."
score: 0.128286 | segment id: 123 | term: "Aloha Stadium" | text: "Because you get everybody around the table in a formal thing, as opposed to right now we have people talking about hemp."
score: 0.128280 | segment id: 115 | term: "Hawaiʻi Commission on National and Community Service" | text: "have been around since the first bible first money all of these things is is viable so again the same thing is well we need a working group knowing that this can be an industry and senator de la cruz "
score: 0.128255 | segment id: 356 | term: "community college" | text: "You're the next."
score: 0.128231 | segment id: 340 | term: "Underground Storage Tanks" | text: "It's not going to impact my budget, and let's put it in because it's nice to have."
score: 0.128217 | segment id: 356 | term: "Hawaiʻi Teacher Standards Board" | text: "You're the next."
score: 0.128184 | segment id: 344 | term: "302a-431" | text: "That's my two cents on this, but any other questions."
score: 0.128169 | segment id: 393 | term: "Early Learning Board" | text: "Because it's kept, my understanding is there's a balance that's..."
score: 0.128168 | segment id: 114 | term: "Hawaiʻi Institute of Marine Biology" | text: "yeah it's it's really about bringing different people together who can help move it forward it's not that we have to have a working group it's that a working group would really help move this industry"
score: 0.128168 | segment id: 229 | term: "Post-Secondary Education Commission" | text: "There's different places where"
score: 0.128144 | segment id: 66 | term: "Western Interstate Commission for Higher Education" | text: "Yeah, Parwinder Grewal."
score: 0.128136 | segment id: 433 | term: "Red Hill" | text: "NO, WE'RE TALKING..."
score: 0.128136 | segment id: 233 | term: "Career and Technical Education" | text: "I mean we keep asking every time you know we appropriate all this money to the university and we want to know the data, how many graduates go into their profession, how many graduates you know their m"
score: 0.128132 | segment id: 208 | term: "State Departments" | text: "Are you here?"
score: 0.128117 | segment id: 418 | term: "Athletic" | text: "committed to pay for four years of college for any Lahaina Luna."
score: 0.128082 | segment id: 218 | term: "Hawaiʻi Medical Education Council" | text: "that those two positions be potentially part of this request."
score: 0.128078 | segment id: 381 | term: "Cancer Center" | text: "I think this would hit both current and potential students."
score: 0.128066 | segment id: 413 | term: "Cancer Center" | text: "Of course, thank you."
score: 0.128066 | segment id: 14 | term: "Hawaiʻi Teacher Standards Board" | text: "I'm here to answer questions."
score: 0.128012 | segment id: 255 | term: "Education Commission of the States" | text: "items and i'll defer to all budget issues to my colleague who's in the room but nothing's easy so yeah i'm sure that you know unless unless there's a ask for it and a reason it's always so easy to jus"
score: 0.127998 | segment id: 413 | term: "302a-431" | text: "Of course, thank you."
score: 0.127978 | segment id: 77 | term: "John A. Burns School of Medicine" | text: "Hunter Hiavlin."
score: 0.127976 | segment id: 387 | term: "John A. Burns School of Medicine" | text: "And as a student, if I had felt left behind by all that, you know, it would have sucked."
score: 0.127967 | segment id: 142 | term: "Western Interstate Commission for Higher Education" | text: "Shucks."
score: 0.127958 | segment id: 420 | term: "Cancer Center" | text: "Did that come out of those tuition funds?"
score: 0.127953 | segment id: 172 | term: "Center on Nursing Advisory Board" | text: "Why do we need the 150?"
score: 0.127952 | segment id: 114 | term: "west oahu" | text: "yeah it's it's really about bringing different people together who can help move it forward it's not that we have to have a working group it's that a working group would really help move this industry"
score: 0.127944 | segment id: 243 | term: "Career and Technical Education" | text: "instead of having us to go and get in positions?"
score: 0.127907 | segment id: 2 | term: "Tuition" | text: "We are in conference room 229 for our 3 p.m. agenda, although it is 309 due to some false emergency alarms that went on."
score: 0.127887 | segment id: 50 | term: "Candidate Advisory Council" | text: "How many times have we gone on this bill?"
score: 0.127863 | segment id: 231 | term: "Mauna Kea" | text: "So some of those may be protected in ways that we wouldn't let students have access to."
score: 0.127830 | segment id: 236 | term: "Hawaiʻi Commission on National and Community Service" | text: "So there are other things in the works that can help us to provide a better data picture than what we have right now."
score: 0.127810 | segment id: 11 | term: "304a" | text: "Good afternoon, Chair Kim, Vice Chair Kidani."
score: 0.127797 | segment id: 290 | term: "Research Corporation of the University of Hawaiʻi" | text: "these are the things the jobs that you guys going to be going engineer whatever the department it is engineering nursing whatever these are the jobs that you can get as engineering or you can get as a"
score: 0.127792 | segment id: 26 | term: "Early Learning Board" | text: "Support."
score: 0.127786 | segment id: 120 | term: "Center on Nursing Advisory Board" | text: "And I agree with you."
score: 0.127785 | segment id: 398 | term: "College" | text: "Well, I'm asking not in general."
score: 0.127784 | segment id: 99 | term: "university" | text: "And so I hope that you can pass it."
score: 0.127784 | segment id: 62 | term: "Career and Technical Education" | text: "Anybody from the Department of Agriculture?"
